time,pitch,roll,yaw,x,y,z,motor1,motor2,motor3,motor4
0.0,0.4967141530112327,0.3577873603482833,-3.188855317588734,0.0756988616645352,0.09382838059759978,1.0699677718293001,1001.252245026479,989.5308901731806,998.1710355889516,1019.0119068575301
0.10050251256281408,-0.13826430117118466,0.5607845263682344,-1.1987500459075457,-0.09221653241776255,-0.05160447282173739,1.0462316841456385,995.7059445887475,1005.3665275252729,1013.7487641914819,999.3933918618538
0.20100502512562815,0.6476885381006925,1.083051243175277,0.010487399436366332,0.08696059201056602,0.009612077694098338,1.0029815184960087,1001.2229750303228,1011.85704154663,993.5403582087547,992.9159323308953
0.30150753768844224,1.5230298564080254,1.053802052034903,0.09396118752948411,0.13556378588049509,-0.04622752887050425,0.9676531611147213,1005.4329802903638,1007.1895331066506,992.0080799334975,984.8628560738717
0.4020100502512563,-0.23415337472333597,-1.377669367957091,-0.9001309429584873,0.041343490322370086,-0.04344962274323156,1.0349111656806795,1000.488600703257,1009.9604768580582,995.1725647781797,981.9686032374406
0.5025125628140704,-0.23413695694918055,-0.9378250399151228,1.2456998646949975,0.1876795812558066,-0.03091721234686394,1.0196742692710874,1000.4059169120388,992.4320491143054,990.4667139174129,984.1586405699451
0.6030150753768845,1.5792128155073915,0.5150352672086598,-2.1352408587651888,-0.07737891991035731,0.022213377163371285,1.0447596610013865,992.9800831219325,985.7818933325816,1001.226703159948,1002.6712665101148
0.7035175879396985,0.7674347291529088,0.5137859509122088,-0.284758970042587,-0.1244654703311417,-0.04787486216634773,1.0317585900840984,993.3709908244905,1015.0133365195549,1016.2467845846957,1005.0872502322993
0.8040201005025126,-0.4694743859349521,0.5150476863060479,0.24059126342379772,-0.17787202489042786,0.12557561255735208,1.0524776357659666,985.9739472820031,996.7732016115787,1003.2307927311602,984.1880929796787
0.9045226130653267,0.5425600435859647,3.852731490654721,1.028877668117498,0.1496044311489183,-0.08946073022195039,0.9732382394219716,1017.4957674318694,997.4916698354496,997.4764649787371,1008.9503831407611
1.0050251256281408,-0.46341769281246226,0.570890510693167,1.4232297561777796,0.06543656563540577,-0.018687164416135906,1.0658697032817164,987.5613676460871,1013.2819414184905,997.0818873108445,995.1693894831656
