time,pitch,roll,yaw,x,y,z,motor1,motor2,motor3,motor4
0.0,-0.726987209929868,1.4873144474054287,4.461915711134985,-0.03239407805253483,0.07605304082030352,0.9703368222584108,1025.0383765596541,1012.183521401237,1027.1769634184077,1034.4284886256091
0.10050251256281408,0.937593022121832,-1.1804168135988595,6.215789595635392,0.14062162387603874,-0.0086093047611054,0.9682610124131302,1022.3475877952468,1024.0401512117296,1028.4461971989133,1026.4264948741657
0.20100502512562815,1.0360337440888931,-0.9710792014418599,0.3621516527640356,0.2452599591791279,-0.20931727571326078,0.8743049779158989,1032.2418413449495,1038.0154734795458,1026.7918724866804,1023.842222759054
0.30150753768844224,1.9452606916868111,-0.9394874392693489,4.045785359582942,0.19675401739089915,-0.1061866411011113,0.9768936865808994,1041.5612531442819,1031.3664040938388,1044.5547430268243,1057.2834779830048
0.4020100502512563,-1.7337167265616529,1.2210706349478802,2.6244767148505073,-0.16382123901430995,-0.0394120121529756,1.0512980357275221,1065.7257029759883,1017.2269003033102,1036.2813994019125,1047.6577744477652
0.5025125628140704,2.1851345476946613,-0.25263055236601395,5.540646311654742,-0.03805141163135715,-0.23938409528611698,0.9108037516646244,1042.4085416148614,1030.0940973427662,1033.3087530660605,1032.0511997109884
0.6030150753768845,-4.40878326320555,1.9881278379510392,2.654327302343407,-0.051774705817469464,-0.11085429870348494,1.0733937855735416,1047.3975994958253,1007.0269702713454,1010.9357241836158,995.4368209608405
0.7035175879396985,-0.2597691047276207,-4.709253325808782,1.8451713347697565,0.07338818026144914,0.09784955072650198,1.0341442374759038,1022.4105070151821,1047.2540109384745,1024.3213038518027,1024.5848616512114
0.8040201005025126,0.023452315096910703,-0.7137037302555986,4.62272555568297,0.10295303325217996,0.21409580464338246,0.9486036674620273,1014.6119784104578,1026.9207397075563,1043.4800374050876,1070.5454134660763
0.9045226130653267,2.2666536521424767,-1.2521079218221005,5.628507501573699,-0.12583390110386045,-0.06291521289878259,0.9900929253863506,1030.934970244287,1046.77824916383,1030.565448596859,1026.5400750004044
1.0050251256281408,1.0452617053537383,0.4873186432550156,0.9949644154595951,0.010175777087540652,0.11347325314741476,1.1118825265348724,1031.607548728894,1022.1020246935593,1039.892972043837,1046.5482635808048
1.105527638190955,-1.8111261077125733,-0.07609551698027706,2.8167729859428716,-0.3029890998234204,-0.2871090105881201,1.0513483469454106,1013.8223088795311,1022.1463601739013,1056.4976770049145,1051.629136029289
1.206030150753769,-0.9699862516340303,2.595687559791533,-0.17532190092495803,0.2162917508702835,0.09891768616704173,1.0006148558428702,1027.37058205144,1018.5371982004323,1045.5790910381322,1033.2844587378397
