time,pitch,roll,yaw,x,y,z,motor1,motor2,motor3,motor4
0.0,-0.025534824923144406,7.413044329360229,1.3913122333137333,-0.5629658118125622,0.055150354896751304,0.8092192442122609,1053.7035107365982,1059.828589054404,1033.52129026056,1022.2291489233758
0.10050251256281408,1.5664439878534466,1.4272886248181038,5.88410436069699,0.18591343378984088,0.8079100991941489,0.9139614989220498,1058.5088972836834,1061.395207143973,1035.6178109710163,1017.9945779099259
0.20100502512562815,-0.37725976299988373,4.1592738264445455,2.266599577063673,-0.1906087166476888,0.10494000737037226,0.9586394466578356,1054.445797116017,1053.9096346310657,1090.9962419157184,1025.6543461555905
0.30150753768844224,1.0761154110828792,-1.879818873613491,3.6417244483697337,-0.3568999977271084,-0.30121637905260307,1.1887687657340191,1075.5773162662679,1048.023095975214,1050.0136563791496,1053.1892501360826
0.4020100502512563,-3.6808440008613568,-0.8693091304540261,13.367260451492685,-0.1873036169139672,-0.028639274126721907,1.0556553124533758,1030.953672385224,1058.719507790001,1065.6426000306292,1032.1442496901623
0.5025125628140704,2.6398811221188154,3.417218833641132,11.70230525895174,-0.05535760729675486,-0.5328739000399355,0.8664518430900109,1036.4600972308294,999.3550782956063,1034.182012366649,1060.2722892846218
0.6030150753768845,2.0036164260866727,6.452348085607895,-1.497906184637988,-0.18142339936146382,-0.02417992478902826,1.0486036289417637,1034.5468110945835,1063.6413898012527,1034.4029410755672,1050.6942749750513
0.7035175879396985,-0.4512658932045719,3.06684004635698,9.148662089395874,-0.6616698171297207,-0.2499168171002276,0.8452696011061634,1066.6038362372522,1052.5235580732394,1071.639696184999,1010.629915731239
0.8040201005025126,3.9777370052972154,1.060825908430537,9.05698277245796,0.26911985906613967,0.2746170826680485,1.1082691053887073,1068.0079717679014,1045.5505020644348,1023.0084757689693,1063.0995116844338
0.9045226130653267,4.812710412879675,1.9978742162700622,-0.7413164437630915,0.38246251238361667,-0.16486208237866046,0.9528875348182121,1059.0245063863701,1090.9372439143913,1041.6957246418945,1066.2159729118341
1.0050251256281408,-2.8226795931069226,-1.7512232019091525,9.093888218774303,0.1954565974018517,-0.035029774738573986,0.9906363811260829,1073.6698733377987,1036.501319624189,1050.6805482214447,1030.122746503303
1.105527638190955,-0.2881743356986428,3.8135459790661,12.689659592062764,-0.34130570112744496,-0.19066735242132102,1.132579664754219,1026.4391826524725,1041.9384802186994,1052.227452036801,1058.4038308578997
